Card_Holder_Name,Card_Number,CVV,Expiry_Date,City
Carolyn S Hull,6.56E+15,262,18-Nov,CaÌ¤ador
Keri Brown,6.23E+15,958,25-Feb,CabreÌ¼va
Carolyn L Mcgowan,4.51E+15,89,18-Apr,Cabo Frio
Florencio O Mohammed,4.48E+15,389,Sep-32,ButiÌÁ
Phillip F Gomez,5.14E+15,29,12-Jun,Buritizeiro
Susana Gullett,5.14E+15,226,12-Jun,Buritis
Kyle Snyder,3.50E+14,9599,26-Mar,Buri
Reuben K Railey,4.55E+15,655,22-Jul,Buerarema
Nathan H Taylor,4.41E+15,937,27-Mar,Brusque
Gilberte D Lassiter,3.58E+15,370,25-Jun,Brumado
Rita Sanford,3.55E+15,189,Feb-30,Brumadinho
Lyman Toms,3.01E+13,150,21-Jul,Brotas
Anthony Pennington,3.46E+14,327,12-Nov,BrodÌ_squi
Merrie U Rousseau,5.18E+15,657,26-Feb,BrasÌ_lia
Barbara Shaw,6.01E+15,373,29-Mar,BraganÌ¤a Paulista
Hildegarde Battles,3.02E+13,934,Sep-32,BraÌ¤o do Norte
Carolyn A Taylor,3.75E+14,4493,30-Jan,Botucatu
Colby Taliaferro,6.01E+15,179,25-Jun,Bom Jesus do Itabapoana
Dolores K Mcfarland,3.54E+15,132,18-Jan,Bom Jesus da Lapa
Emil E Mcfarlane,3.10E+13,595,25-Dec,Bom Despacho
Lois L Burns,3.58E+15,932,28-Dec,Boituva
Argentina Y Ware,3.55E+15,647,18-Jan,BocaiÌ¼va
Diana M Lyons,6.01E+15,389,20-Aug,Boa EsperanÌ¤a
Mechelle O Alleyne,4.14E+15,814,20-Dec,Blumenau
Miguel C Britt,3.56E+15,752,18-May,Biritiba Mirim
Oda E Wan,3.56E+15,211,24-Mar,Birigui
Stacy I Davidson,5.23E+15,424,18-Apr,BiguaÌ¤u
Stacey U Alcorn,3.58E+15,771,26-Mar,Betim
Jorge Blanchard,3.80E+13,133,22-Oct,Bertioga
Gudrun C Bulger,3.04E+13,983,18-Jan,Bento GonÌ¤alves
Michael E Fitzpatrick,3.77E+14,4840,12-Feb,Belo Oriente
Hyman M Royal,3.96E+13,336,25-Mar,Belo Horizonte
Betty H Velez,4.71E+15,105,19-Mar,Belford Roxo
Pilar Jewett,5.37E+15,958,24-Sep,Bela Vista
Lynn F Mays,4.00E+15,97,30-Aug,Bebedouro
Loren Q Fender,6.01E+15,167,20-Mar,Bauru
Clara T Navarro,4.89E+15,146,21-May,Batatais
Robt X Woodall,3.58E+15,832,28-May,Bastos
Tommy V Salinas,3.02E+13,645,14-Jul,Barueri
Mistie Haynie,6.01E+15,856,30-Oct,Barroso
Don Cochran,3.55E+15,303,16-May,Barrinha
Emile Mcelrath,3.66E+13,187,13-Dec,Barretos
Sharon K Oneil,4.90E+15,896,Jan-33,Barreiro do JaÌ_ba
Olin Y Conrad,3.58E+15,788,Jan-32,Barreiras
Linda Y Macdonald,3.48E+14,5621,18-Apr,Barra Velha
Brynn L Hartle,5.11E+15,39,24-Jul,Barra Mansa
Carmen C Watkins,3.70E+13,851,20-Nov,Barra dos Coqueiros
Ute N Charley,4.05E+15,382,31-Dec,Barra do PiraÌ_
Josephine Leon,6.01E+15,298,28-Feb,Barra do GarÌ¤as
Kati E Candler,3.76E+14,9337,20-Mar,Barra do Bugres
Vanessa K Boyle,6.01E+15,647,28-Mar,Barra de SÌ£o Francisco
Micah W Dockery,4.93E+15,540,18-Sep,Barra Bonita
Tim A Morrow,3.02E+13,141,12-Jan,Barra
Daren A Bergquist,3.03E+13,28,14-Jun,Bariri
Yolanda I Jenkins,3.02E+13,62,24-Apr,Barbacena
Lewis F Berner,3.10E+13,806,21-Aug,BarÌ£o de Cocais
Walter Bartlett,5.34E+15,836,30-Mar,Bandeirantes
Everett I Trigg,3.75E+14,5053,Aug-34,BambuÌ_
Howard Y Frederick,3.69E+13,971,31-Oct,BalneÌÁrio CamboriÌ¼
Lissette U Woodworth,5.20E+15,157,28-Mar,Baixo Guandu
Kenneth A Hudson,5.12E+15,476,21-Nov,BagÌ©
Margarito W Pinder,6.01E+15,707,25-Apr,AvarÌ©
Vivian E Delgado,3.48E+14,4418,19-Nov,Atibaia
Vern M Howland,3.78E+14,9411,Jun-31,Astorga
Lori G Phillips,3.62E+13,279,24-Nov,Assis
Arden J Lingle,4.89E+15,149,29-Jul,ArujÌÁ
John Y Juarez,6.01E+15,71,27-Mar,Artur Nogueira
Ernesto N Wesley,4.39E+15,552,Apr-31,Arroio Grande
Chad J Robbins,3.54E+15,429,25-Sep,Arroio do Meio
Sherrill I Doherty,6.01E+15,249,23-Oct,Arraial do Cabo
Kathryn A Diaz,6.01E+15,430,21-Apr,ArmaÌ¤Ì£o de BÌ¼zios
Ayanna H Aquino,3.54E+15,822,22-Jul,Arcos
Richard U Castro,3.58E+15,279,30-Jan,AraxÌÁ
Dean Willie,6.01E+15,360,16-Jun,AraucÌÁria
Theodore Mack,6.01E+15,693,23-Jan,Araruama
My Henriques,3.03E+13,676,26-Nov,Araras
Joseph W Mcleod,3.56E+15,887,16-Apr,Araraquara
Adrian K Deloach,3.10E+13,237,Jul-35,AraranguÌÁ
Jack X Perez,3.41E+14,1835,10-Nov,Arapongas
Virgil C Talbot,3.75E+14,8696,18-Jan,Araguari
Nathan D Mcbride,5.17E+15,292,Nov-35,AragarÌ¤as
Jessie Gomes,4.42E+15,260,13-Aug,AraÌ¤uaÌ_
Ellen M Walker,5.15E+15,725,20-Jun,Aracruz
Robbie L Chestnut,3.56E+15,506,18-Aug,AraÌ¤oiaba da Serra
Bruce Gaines,6.46E+15,819,31-Mar,Araci
Allyson L Brockman,3.03E+13,843,23-Nov,AraÌ¤atuba
Mary S Zimmerman,4.97E+15,476,20-Jul,Aracaju
Margareta B Rueda,3.40E+14,135,31-Aug,Aquidauana
Stanley Forbes,6.52E+15,372,16-May,Apucarana
Mandie N June,5.30E+15,169,17-Oct,ApiaÌ_
Vanessa Velazquez,5.13E+15,798,Oct-32,Aparecida do Taboado
Tuan C Vidrine,3.47E+14,3694,29-Jun,Aparecida
Billy Freeman,3.10E+13,866,29-Aug,Antonina
Nicole P Almanza,3.06E+13,840,Apr-32,Anicuns
Derrick O Kim,3.54E+15,17,23-Oct,Angra dos Reis
Petra Hope,3.86E+13,565,31-Aug,Andradina
Danny Decker,3.77E+14,606,22-Sep,Andradas
Merna A Humes,5.38E+15,164,27-May,AnastÌÁcio
Carolyn Wood,3.57E+15,143,26-Jan,AnÌÁpolis
Franklin Q Pollard,3.00E+13,477,Nov-33,Amparo
Danny K Henry,6.01E+15,582,18-Sep,AmÌ©rico Brasiliense
Patria Y Cash,3.46E+14,2493,15-Sep,Americana
Rodney G Holland,5.20E+15,850,28-Nov,Amargosa
Blair Q Cerda,4.61E+15,967,16-Mar,Ìlvares Machado
Katherine Ayers,4.57E+15,975,25-Nov,Almirante TamandarÌ©
Jonathan V Eaves,6.58E+15,420,May-32,Almenara
Ray Terrell,3.50E+14,2970,Feb-34,Alfenas
Johnsie T Callihan,3.57E+15,947,18-Oct,AlÌ©m ParaÌ_ba
Denise Bird,3.79E+14,2368,19-Feb,Alegrete
Reina J Jone,6.01E+15,875,13-Mar,Alegre
Alexander G English,3.53E+15,641,27-Oct,Alagoinhas
Christena I Schulze,4.47E+15,127,27-Mar,AimorÌ©s
Darlene Compton,4.36E+15,438,19-Mar,Agudos
Evan A Enciso,3.78E+14,4671,26-Apr,Ìguas Vermelhas
Ruth Bates,3.57E+15,458,21-Dec,Ìguas de LindÌ_ia
Lola D Stoner,6.46E+15,393,21-Jun,AguaÌ_
Emma Holmes,3.53E+15,731,20-Aug,Adamantina
Vanetta Hobson,3.10E+13,342,19-May,AbaetÌ©
Annette F Norton,6.01E+15,353,22-Oct,GuaÌ_ba
Jed O Major,3.01E+13,287,9-Feb,Palmas
Ronnie Caldwell,5.34E+15,450,23-Aug,TefÌ©
Reita Benz,3.80E+14,9967,13-Feb,TarauacÌÁ
Florence Jennings,6.50E+15,754,16-Jun,Tabatinga
Al Feeley,4.50E+15,196,29-Sep,Sena Madureira
Phyllis Rosa,5.49E+15,260,28-May,SÌ£o Gabriel da Cachoeira
Solomon O Mello,3.40E+14,1628,24-Dec,Rio Branco
Charlotte N Kirkland,3.01E+13,697,26-Apr,Porto Velho
Estrella Rockett,5.14E+15,38,19-Feb,Manaus
Yvonne Rowland,4.49E+15,348,22-May,Manacapuru
Scottie Z Ballew,3.57E+15,21,29-Oct,HumaitÌÁ
Jeremy M Durham,3.72E+14,7243,11-Dec,Fonte Boa
Klara X Chalfant,5.43E+15,510,22-Nov,EirunepÌ©
Dean X Hunt,6.01E+15,822,22-Aug,Cruzeiro do Sul
Marvin G Overton,6.45E+15,476,25-Apr,Coari
Dean Russo,3.48E+14,6640,14-Oct,Carauari
Leigh C Penland,3.01E+13,394,18-Feb,Boa Vista
Janet Lawson,5.25E+15,253,10-Sep,Ariquemes
Misti I Becker,4.63E+15,954,20-Apr,AripuanÌ£
Diane Y Ortega,3.01E+13,67,12-Apr,Vilhena
Willis Q Olszewski,3.01E+13,866,25-Aug,PÌ«sto Fiscal Rolim de Moura
Jeffrey D Gonzalez,6.01E+15,386,9-Jan,Pimenta Bueno
Granville Ragin,6.01E+15,825,15-Sep,Ouro Preto do Oeste
Barry Peterson,3.68E+13,87,12-Dec,Ji ParanÌÁ
Malika Durante,6.47E+15,643,28-Nov,Jaru
Bruce H Stevenson,5.21E+15,615,29-Sep,GuajarÌÁ Mirim
Ahmad C Deck,5.42E+15,160,18-Oct,Cacoal
Katie F Glover,6.01E+15,562,27-Aug,Aparecida de GoiÌ¢nia
Salina V Doolittle,3.45E+14,7505,Feb-36,Campinas
Erin Workman,5.42E+15,544,20-Jul,JaboatÌ£o dos Guararapes
Glennis Timmerman,3.04E+13,825,18-Feb,Lauro de Freitas
Frank E Norman,3.61E+13,45,28-Sep,Pinhais
Maritza J Ulloa,4.65E+15,99,20-Jul,Rio Preto da Eva
Johnny V Townsend,3.02E+13,76,18-Aug,SimÌµes Filho
Starr S Coelho,3.72E+14,2770,20-May,Sinop
Manuel P Dickerson,5.20E+15,900,21-Jul,Cambebba
Ruben Yancey,4.71E+15,347,22-Nov,Trindade
Brittany P Emerson,3.54E+15,581,21-Mar,Freguesia do Ribeirao da Ilha
Jonah Patel,4.23E+15,448,25-Jul,Planaltina
Jack K Gilbert,5.12E+15,267,28-Oct,Nassau
Lillia P Richmond,4.00E+13,712,23-Apr,Lucaya
Lorraine T Horne,5.20E+15,0,21-Sep,Freeport
Columbus E Ratchford,3.03E+13,698,24-Apr,Thimphu
Sherry Y Bean,6.01E+15,202,29-Jan,Pun€kha
Reginald W Iglesias,3.55E+15,127,26-Feb,Phuntsholing
Leonard Mclaughlin,6.01E+15,184,19-Jul,Tsirang
Livia O Borowski,4.82E+15,949,30-Aug,Tonota
Theodore B Benson,3.57E+15,424,21-Jul,Thamaga
Viviana N Flemming,4.75E+15,471,24-Sep,Serowe
Dustin H Young,4.89E+15,858,22-Jan,Selebi-Phikwe
Garrett Montoya,3.53E+15,917,30-Dec,Ramotswa
Theodore M Allison,4.12E+15,763,May-33,Palapye
Katherina Y Abrego,3.78E+14,2108,16-Apr,Mosopa
Billy Decker,5.32E+15,106,22-Mar,Molepolole
Stuart B Hance,3.55E+15,666,31-Jan,Mogoditshane
Annie Y Keller,3.74E+14,7541,17-Dec,Mochudi
Ruben S Dansby,3.03E+13,667,12-May,Maun
Bill T Santana,3.10E+13,720,22-Mar,Mahalapye
Charlette D Chenault,5.33E+15,772,15-Sep,Lobatse
Vernon Mercer,6.47E+15,943,13-May,Letlhakane
Eli T Oswalt,3.03E+13,250,28-May,Kanye
Arthur F Anthony,4.90E+15,12,28-Jan,Janeng
Sana G Wendell,3.54E+15,655,22-Jan,Gaborone
Henry Hayden,3.42E+14,8761,9-Jul,Francistown
Elvira Sachs,6.01E+15,702,12-Apr,Horad Zhodzina
Jay L Le,3.72E+14,3941,29-Feb,Zhlobin
Angelica Baldwin,3.10E+13,642,18-Jan,Vitebsk
Catherine F Whitfield,6.01E+15,643,10-Feb,Vilyeyka
Sabine V Vanhorn,3.48E+14,5851,24-Sep,Vawkavysk
Warren Z Mills,3.58E+15,911,11-Jun,Svyetlahorsk
Loren H Gibbons,6.49E+15,910,18-Jan,Stowbtsy
Rachel Z Mooney,5.20E+15,798,28-Oct,Smarhon‰Ûª
Casie A Santoro,3.09E+13,795,16-May,Slutsk
Samuel Rosa,5.42E+15,397,17-Apr,Slonim
Keisha S Leach,3.47E+14,9884,31-Jul,Shchuchyn
Bruce D Everett,6.23E+15,174,15-Mar,Salihorsk
Rod I Stpeter,4.35E+15,905,11-May,Rahachow
Sherry S Bennett,6.01E+15,284,23-Sep,Rechytsa
Mary P Birt,5.43E+15,187,Oct-32,Pruzhany
Shirley N Richard,3.79E+14,7172,17-Jun,Polatsk
Dorla S Nagy,4.05E+15,768,Feb-34,Pinsk
Glenn B Middleton,4.85E+15,132,30-Nov,Pastavy
Alena W Sydnor,5.27E+15,256,29-Oct,Asipovichy
Peter Q Wagner,4.69E+15,300,30-Jun,Orsha
Cindi Otoole,6.22E+15,525,24-Jul,Novoye Medvezhino
Eleanor D Singleton,3.77E+14,5591,Oct-37,Navapolatsk
Oswaldo Tabor,3.54E+15,215,27-May,Navahrudak
Allen Morales,3.71E+14,5848,21-Feb,Minsk
Misha Reuter,3.02E+13,620,21-Dec,Mazyr
Troy I Mcdaniel,6.01E+15,277,26-Apr,Mosty
Dane Falgout,5.37E+15,156,30-Aug,Mar‰Ûª‰Ûªina Horka
Phyllis George,3.56E+15,23,25-Mar,Maladzyechna
Jimmy J Cassel,4.92E+15,479,24-Feb,Mahilyow
Leonard Mendoza,3.04E+13,166,11-Jul,Lyepyel‰Ûª
Jasper E Gregorio,3.54E+15,792,25-Jun,Luninyets
Glenn H Rosa,4.02E+15,648,16-Dec,Lida
Osvaldo Trejo,4.31E+15,81,21-Jul,Krychaw
Laura D Mack,3.56E+15,192,24-Oct,Kalodzishchy
Bernard Angle,3.56E+15,578,16-Oct,Kobryn
Joshua Gamble,5.44E+15,961,30-Mar,Kalinkavichy
Franklin H Lohman,3.70E+14,5241,24-Feb,Ivatsevichy
Don Cote,3.98E+13,934,21-Apr,Hrodna
Moises Pelton,6.01E+15,487,17-Jul,Horki
Adam R Finch,3.45E+14,7558,18-Oct,Gomel
Gracie A Stotts,3.76E+14,8415,22-Oct,Hlybokaye
Leonard I Owens,3.55E+15,485,29-Nov,Dzyarzhynsk
Salvador Bryan,4.47E+15,381,17-Jan,Dobrush
Charlotte Perry,3.56E+15,484,23-Jun,Bykhaw
Monte Rosenbaum,6.22E+15,778,Jul-32,Byaroza
Daniel Francis,3.49E+14,5319,Jun-36,Brest
Aisha Q Howland,3.54E+15,584,25-Nov,Horad Barysaw
Curtis T Walker,6.01E+15,364,24-Feb,Baranovichi
Terrence D Grimmett,3.56E+15,760,18-Dec,Babruysk
Regina Q Holland,3.09E+13,83,20-Sep,Malinovka
Kenneth Gates,5.29E+15,638,27-Jul,San Ignacio
Jane C Lester,3.78E+14,5279,Jun-31,Orange Walk
Marcella T Banuelos,3.05E+13,79,Apr-37,Belmopan
Christine Suarez,5.45E+15,389,8-Feb,Belize City
Stuart C Ostrander,3.47E+14,3337,27-Nov,Abbotsford
Alfred Vargas,4.01E+15,692,14-Jan,Airdrie
Rey N Sowell,6.01E+15,955,Jan-37,Ajax
Veronica S Lewis,5.14E+15,73,29-Oct,Alma
Darla M Brown,3.80E+14,9853,19-Mar,Amos
Leroy J Nieves,3.57E+15,39,16-Feb,Anmore
Major P Irick,3.46E+14,6920,20-Feb,Baie-Comeau
Elaine T Ortiz,3.01E+13,60,16-Feb,Barrie
Jc I Guadalupe,3.40E+14,4466,22-Apr,Beaconsfield
Carl Cash,3.47E+14,2956,19-Apr,Belleville
Herb W Cummings,6.01E+15,279,24-Nov,Beloeil
Steve K Vargas,5.10E+15,207,21-Jun,Blainville
Daniella Oates,4.00E+15,922,24-Feb,Boisbriand
Kevin Mayo,5.37E+15,820,15-Aug,Boucherville
Frederic Dorn,3.01E+13,135,27-Dec,Brampton
Eric B Bush,3.79E+14,3351,25-Nov,Brandon
Randal S Keith,4.95E+15,894,18-Feb,Brant
Ida T Lawson,3.09E+13,880,27-Apr,Brantford
Edwina Wiggs,6.23E+15,319,20-Dec,Brockville
Keith Hancock,6.01E+15,600,23-Feb,Brossard
Antonia V Chaplin,4.26E+15,411,14-Jul,Burlington
Juan Y Mcclure,5.18E+15,863,29-Oct,Burnaby
Corrin S Bangs,6.01E+15,186,28-Jun,Calgary
Albert A Hudson,5.21E+15,7,20-Dec,Cambridge
Emelina U Oxley,4.30E+15,312,13-Jan,Campbell River
Luis Steele,3.06E+13,155,22-Dec,Camrose
Rufus Beveridge,3.04E+13,915,18-Apr,Candiac
Pauline Chambers,4.44E+15,981,21-Apr,Chambly
Jarrett Petree,5.50E+15,103,14-Sep,Charlottetown
Donald A Newman,3.56E+15,533,20-May,ChÌ¢teauguay
Rick Ledbetter,3.10E+13,536,May-32,Chatham
Helen F Drake,3.02E+13,693,29-Apr,Chilliwack
Lani G Wendling,6.45E+15,278,25-Jun,Clarence-Rockland
Bill A Jacobson,5.31E+15,121,18-Mar,Cobourg
Leon K Cutting,3.03E+13,973,22-Dec,Cochrane
Marie J Johnson,3.54E+15,541,19-May,Collingwood
Brittney Dimaggio,3.73E+14,9544,23-Dec,Conception Bay South
Sue E Chandler,3.76E+14,3898,13-Jan,Coquitlam
Ira S Angulo,5.36E+15,179,24-May,Corner Brook
Lester A Waters,3.05E+13,185,24-Dec,Cornwall
Lizabeth Frasier,3.06E+13,182,25-Sep,CÌ«te-Saint-Luc
Paul Campos,3.43E+14,3296,28-Jan,Courtenay
Charlie G Dandrea,3.79E+14,6161,25-Jun,Cranbrook
Deborah Z Woods,6.48E+15,834,29-Sep,Dartmouth
Arron O Buettner,6.01E+15,375,19-Oct,Delta
Chris Z Puckett,5.35E+15,861,22-Jul,Deux-Montagnes
Alexa S Torrez,3.03E+13,494,31-Jan,Dieppe
Joanne M Alexander,3.58E+15,608,13-Jun,Dollard-Des Ormeaux
Manuel F Tincher,4.44E+15,675,Dec-34,Dorval
Ryan V Fowler,6.01E+15,56,28-Aug,Drummondville
Burl M Sumrall,5.39E+15,551,21-Jan,Duncan
Samuel G Mejia,6.22E+15,858,26-Dec,Edmonton
Jake Eyler,6.01E+15,803,20-Jul,Etobicoke
Alfred Curtis,3.73E+14,6846,19-Jan,Fort Erie
Gilbert G Franzen,5.48E+15,239,23-Dec,Fort McMurray
Ruby Bryan,3.10E+13,980,31-May,Fort St. John
Lael Seaman,3.49E+14,2577,12-Mar,Fredericton
Jacqueline O Hicks,6.01E+15,219,12-Jun,Gatineau
Alisia E Kumar,3.58E+15,241,Sep-37,Glace Bay
Douglas Q Tran,5.43E+15,74,21-May,Granby
Marty B Nave,6.01E+15,451,29-Dec,Grande Prairie
Troy P Walsh,3.09E+13,9,11-Feb,Greater Sudbury
Cleveland Kayser,6.01E+15,106,24-Aug,Greater Napanee
Roberta X Bell,5.16E+15,835,21-Sep,Guelph
Kum Z Boatman,6.01E+15,755,24-Apr,Hamilton
Evelyn X Duffy,6.56E+15,849,21-Dec,Huntsville
Myong O Hummer,3.55E+15,82,16-Feb,Joliette
Marilyn Randolph,5.19E+15,191,23-Oct,Kamloops
Selene Q Falls,3.58E+15,570,20-Jul,Kelowna
Marilyn S Powers,5.35E+15,713,Dec-32,Keswick
Edwardo Lux,3.73E+14,4832,10-Jul,Kingston
Norman N Hopkins,3.02E+13,207,29-Jun,Kirkland
Margit S Forbes,3.61E+13,60,22-Oct,Kitchener
Dawn Randolph,3.70E+14,3961,23-Sep,Langford
Camelia D Kinder,3.02E+13,168,15-Sep,Langley
Jennifer P Greene,4.80E+15,110,May-34,Langley
Martin H Lay,4.51E+15,609,30-Mar,La Prairie
Tim Z Turner,3.10E+13,450,24-Sep,L'Assomption
Ruthie Blackstone,5.50E+15,950,30-Mar,Laval
Matthew Z Bauer,3.00E+13,605,19-May,Leduc
Marget Sutton,6.49E+15,839,29-Feb,Lethbridge
Frank W Hodges,5.18E+15,329,17-May,Lloydminster
Willis J Zamudio,3.46E+14,7357,19-Jul,London
Megan Mason,5.45E+15,209,20-Nov,Longueuil
Adriane W Tarver,4.03E+15,300,13-Aug,Lutes Mountain
Annette W David,5.20E+15,376,28-Apr,Magog
Bradford F Wulf,3.01E+13,844,27-Nov,Maple Ridge
Shannon P May,3.49E+14,2938,18-Dec,Markham
Deane D Lenard,5.36E+15,929,24-Aug,Mascouche
Lloyd Walsh,4.64E+15,944,23-Feb,Medicine Hat
Chantell I Lark,3.72E+14,9583,May-36,Midland
April W Alvarado,5.10E+15,205,18-Oct,Milton
Mac Z Groom,5.18E+15,461,10-Sep,Mirabel
Barry I Stevens,3.40E+14,1036,Oct-33,Miramichi
Christiana U Lueck,3.58E+15,423,12-Dec,Mississauga
Gerald Moss,3.02E+13,874,17-May,Moncton
Carroll U Egger,5.16E+15,78,30-Jul,MontrÌ©al
Ethel U Durham,4.13E+15,800,25-Oct,Mont-Royal
Annamaria J Winner,3.48E+14,492,Oct-32,Mont-Saint-Hilaire
Kenneth M Hatfield,3.42E+14,23,29-Sep,Moose Jaw
Thalia Mccready,3.04E+13,390,21-Jul,Mount Pearl
Cheryl Mercado,4.74E+15,260,27-Oct,Nanaimo
Adina Shane,3.41E+14,9366,28-Aug,New Glasgow
Joel Guy,3.02E+13,2,22-Sep,Newmarket
Wilfredo Lacombe,3.54E+15,209,23-Aug,New Westminster
Jeff Torres,3.06E+13,108,25-Sep,Niagara Falls
Damon Jude,3.96E+13,428,15-Nov,Norfolk County
Glen Day,3.54E+15,801,14-Feb,North Battleford
James B Gartner,3.41E+14,7219,26-Jan,North Bay
